Código,Descripción,Cantidad,Formato,Costo de Compra,Precio de Venta
471,BENDIX TOY.  LAND CRUCER  G 9D 0140   (120207),0,PZA,0,105.0
472,BENDIX   CHEVR.  00.20   LUCAS.,1,PZA,0,82.0
473,BENDIX  VOLS.  SEAT 9D-0579.,1,PZA,0,105.0
474,BENDIX   MIT.  SUZUK  0595.,1,PZA,0,90.0
475,BENDIX  VOLS.  PETA  KUMBY 0065.,0,PZA,0,79.0
476,BENDIX   FORD  9D 0053  - 120507.,1,PZA,0,85.0
477,BENDIX  MIT LAMCER 0144,0,PZA,0,85.0
478,CARBON  DE  ARRAN.  FJSX - 8311  MITS.,7,PZA,0,32.0
479,FIL.  ACEIT.  MD 136466 - 136790.,26,PZA,0,30.0
480,AUTOM.  ARR.  KOMBI  ZM 521.,0,PZA,0,165.0
481,AUTOM.  ARR.  MITSU.  ZM 2M698.,4,PZA,0,175.0
482,AUTOM.  ARR.  NISSAN  ZM 710.,6,PZA,0,170.0
483,AUTOM.  ARR.  ISUZU  TROP ZM 717. CON SIG. COMPL.  NIS.,0,PZA,0,155.0
484,AUTOM.  ARR.  NIPPON ZM 708.,0,PZA,0,150.0
485,AUTOM.  ARR.  BOSCH V W ZM 571.,11,PZA,0,160.0
486,AUTOM.  ARR.  V W ZM  515.,0,PZA,0,150.0
487,AUTOM.  ARR.   ZM 703. TOY. ANTG. CON  GANCH.,2,PZA,0,140.0
488,HALOG.  NARVA   H4 12V.  AZUL  60/55W  ESTUCH.  98512.,10,PZA,0,65.0
489,HALOG.  NARVA   H4 12 V.  AZU  100W90   ESTUCHE.  98513.,13,PZA,0,72.0
490,HALOG.  NARVA   H1 12 V.  AZUL  85W.  ESTUCH.,1,PZA,0,59.0
491,HALOG.  NARVA   H7 12 V.  AZUL  ESTUCH.,0,PZA,0,89.0
492,HALOG.  NARVA   9005 12V. 60W.  AZUL  ESTUCH.,0,PZA,0,84.0
493,HALOG.  NARVA   9006 12V   60W.  AZUL  ESTUCH.,0,PZA,0,80.0
494,BORNE CHICO PRON. POS,73,PZA,0,8.0
495,BORNE CHICO BRON. NEG,76,PZA,0,8.0
496,PLAT.  HIBARI -  NIS.  22145-18005V.,2,PZA,0,19.0
497,PLAT.  CENTURY- NIS.  PS- 98V.,-1,PZA,0,25.0
498,PLAT.  CENTURY-MITSU PS-825.,1,PZA,0,25.0
499,PLAT.  CENTURY  TOY PS-197V.  22145-18006.,16,PZA,0,25.0
500,PLAT.  CENTURY  TOY PS 299V.,0,PZA,0,25.0
501,CONDENS.  HIBARI TOY   0.25-SC-158,-32,PZA,0,18.0
502,CONDENS.  HIBARI NIS.  0.25-CND 98,-20,PZA,0,18.0
503,CONDENS.  NEW-ERA 0.25 4NC-74,0,PZA,0,25.0
504,RESIST.  CAJA  ROJA  Y  AMA.,0,PZA,0,18.0
505,TAP.  RAD.  TITAN  TR 27  O.9 LB.,15,PZA,0,45.0
506,TAP.  RAD.  TITAN  TR 41 0.9 LB. MODERNO.,21,PZA,0,48.0
507,RODAM.  INA  F 45853  CANASTILLO.,2,PZA,0,28.0
508,RODAM.  HCH  6201-2RS.,0,PZA,0,16.0
509,RODAM.  HCH  6303 2RS.,7,PZA,0,19.0
510,RODAM.  HCH  6203 2RS.,0,PZA,0,17.0
511,RODAM.  KOYO  6201  2RS.,0,PZA,0,25.0
512,RODAM.  KOYO  6000  2RS.,0,PZA,0,25.0
513,REG.  WASPA 588,0,PZA,0,120.0
514,REG.  WASPA 783 DE 2SAL.,0,PZA,0,120.0
515,REG.  WASPA CON CAR. 307,0,PZA,0,130.0
516,REG.  DE  VOLT.  IKRO  558  CHERK.,0,PZA,0,150.0
517,REG.  DE LADA 591-3702,1,PZA,0,110.0
518,REG.  DE  VOLT.  IKRO  500  CHEVR.,51,PZA,0,38.0
519,INDUC.  DE GENER. 1026.,4,PZA,0,300.0
520,INDUC.  DE ARRA. 1321  SANTANA.,3,PZA,0,260.0
521,INDUC.  BOSCH   CHICO GOLF,0,PZA,0,350.0
522,ACEIT.  XCEL  20W50   GAS  GAL.,91,PZA,0,135.0
523,LIQ.  HIDRAUL.  XCEL  DEXT. III.  H/M   ATF,371,PZA,0,38.0
524,ACEIT.  XCEL  20W50   GAS  LITRO.,192,PZA,0,37.0
525,ACEIT.  XCEL  10W40   GAS.  LITRO.,53,PZA,0,35.0
526,ACEIT.  XCEL  15W40   GAS.  LITRO.,138,PZA,0,37.0
527,CHICLERA DE CARB. TOY  85,-2,PZA,0,5.0
528,CHICLERA DE CARB. TOY 90,4,PZA,0,5.0
529,CHICLERA DE CARB. TOY 95,5,PZA,0,5.0
530,CHICLERA DE CARB. TOY 100,1,PZA,0,5.0
531,CHICLERA DE CARB. TOY 110,3,PZA,0,5.0
532,CHICLERA DE CARB. TOY 115,4,PZA,0,5.0
533,CHICLERA DE CARB. TOY 125,4,PZA,0,5.0
534,CHICLERA DE CARB. TOY 130,5,PZA,0,5.0
535,CHICLERA DE CARB. TOY 135,5,PZA,0,5.0
536,CHICLERA DE CARB. TOY 140,4,PZA,0,5.0
537,CHICLERA DE CARB. TOY 150,5,PZA,0,5.0
538,CHICLERA DE CARB. NISSAN 85,3,PZA,0,5.0
539,CHICLERA DE CARB. NISSAN 90,3,PZA,0,5.0
540,CHICLERA DE CARB. NISSAN 95,-1,PZA,0,5.0
541,CHICLERA DE CARB. NISSAN 100,-1,PZA,0,5.0
542,CHICLERA DE CARB. NISSAN 105,3,PZA,0,5.0
543,CHICLERA DE CARB. NISSAN 110,0,PZA,0,5.0
544,CHICLERA DE CARB. NISSAN 115,2,PZA,0,5.0
545,CHICLERA DE CARB. NISSAN 120,0,PZA,0,5.0
546,CHICLERA DE CARB. NISSAN 125,3,PZA,0,5.0
547,CHICLERA DE CARB. NISSAN 130,4,PZA,0,5.0
548,CHICLERA DE CARB. NISSAN 135,5,PZA,0,5.0
549,CHICLERA DE CARB. NISSAN 140,5,PZA,0,5.0
550,CHICLERA DE CARB. NISSAN 145,4,PZA,0,5.0
551,ALOG.  TAIW.  12V.  H4  AZUL  ESTUC.  NARVA.,47,PZA,0,25.0
552,FIL.  GAS.  MOTOR  TRANSP.  EN  T  ALTO  C.  ROJA.,-15,PZA,0,14.0
553,ALOG.  TAIW.  12V.  H4  AZUL  ESTUC.  ROJO.,-1,PZA,0,22.0
554,CONM.  PASSAT  VOYOGE= USUS-110,-1,PZA,0,33.0
555,BOBI.  BOSCH  ROJA  067.,75,PZA,0,210.0
556,REG.  BOSCH.  12 V.  002  GENERADOR.,1,PZA,0,240.0
557,PORTA   DIODO   BOSCH   DE ALT,0,PZA,0,180.0
558,DIODO  GRANDE   POSITIVO   IK3100,0,PZA,0,12.0
559,DIODO  GRANDE   NEGATIVO  IK-3101,0,PZA,0,12.0
560,BOM.  GAS.  SOM  GIP. SOL.,0,PZA,0,450.0
561,FIL.  ACEIT.  FRAM  PH 3950,3,PZA,0,30.0
563,CABL.  BUJ.  SEIWA  90919-22327  TOY. 4E /4AFE/5AFEC/CUADRADO LARGO,14,PZA,0,200.0
567,FIL.  RED.  AIRE  TOY.  ALTO  17801-11100.,3,PZA,0,38.0
568,BAT.  HELIAR  55 AH.  E  TA55DE.,5,PZA,0,700.0
569,BAT.  HELIAR  55 AH.  D  TA55DD.,6,PZA,0,700.0
570,BAT.  HELIAR  70 AH.  E  F70NE.  BLAN.,1,PZA,0,860.0
571,BAT.  HELIAR  60 AH.  E  F60DE.  BLAN.,-1,PZA,0,780.0
572,BOCI.  ARG.  CARACOL K 122 DT 12V.,-6,PZA,0,72.5
573,BOCI.  ARG. NORMA   (B)  122DT 12  PLANA.  KIT.,0,PZA,0,70.0
574,ACEITE  TAMBOR  RESICLADO 40.,628,PZA,0,20.0
575,ACEITE  TAMBOR  CAJA 85W140.,0,PZA,0,25.0
576,ACEITE  TAMBOR  CAJA  80W90.,15,PZA,0,25.0
577,PONC.  DE  JUNTA  (FB 2151) (PH 98060),0,PZA,0,20.0
578,PONC.  DE  JUNTA  (FB 2063) (PH 166-10),1,PZA,0,25.0
579,PONC.  DE  JUNTA  (ER 1166),2,PZA,0,28.0
580,PONC.  DE  JUNTA  (RB 4149),0,PZA,0,28.0
581,PONC.  DE  JUNTA  (PH 98122),1,PZA,0,25.0
582,PONC.  DE  JUNTA  (RB 4139),0,PZA,0,25.0
583,PONC.  DE  CREM.  (ER 2153),0,PZA,0,25.0
584,PONC.  DE  CREM.  (ER 2152),2,PZA,0,25.0
585,PONC.  DE  CREM. (RB 5147).,2,PZA,0,20.0
586,PONC.  DE  CREM.   RB   5113.,1,PZA,0,17.0
587,MANG.  DE 1/4  6MM.  ARG.  DELG.  RECYLON.,1,PZA,0,6.0
588,MANG.  DE 5/16  8MM.  ARG.,-1,PZA,0,7.0
589,SILICONA  ROJO  ORIG.TYPE 650  VERSACHEM,43,PZA,0,18.0
590,SILICONA  NEGRA  ORIG.TYPE 273 VERSACHEM,112,PZA,0,18.0
591,SILICONA  TRANSP.  ORIG.TYPE 7 VERSACHEM,37,PZA,0,18.0
592,TAP.  RAD.  TITAN  TR 42  16 LB.,8,PZA,0,45.0
593,LIMP.  INYECT.  GUNK  M 4912.  354ML. PLOMO.,2,PZA,0,30.0
594,SILL.  C312   DE  RAD.,0,PZA,0,28.0
595,SILL.  GUNK   DE  RAD.  POLVO + ALUMINIZED 28.3 GR.,9,PZA,0,25.0
596,AFLOJT.  ECOM  550ML  GRANDE  PLOMO.,0,PZA,0,35.0
597,AFLOJT.  ECOM  PEQUEÑO  115P.  110ML. PLOM.,2,PZA,0,22.0
598,LIMP.  INYECT.  SIMONIZ  250ML.  QUALIT.,1,PZA,0,38.0
599,LIMP.  INYECT.  ECOM 102.  280ML.  AZUL.,7,PZA,0,30.0
600,BUJ.  BOSCH   805 FR 78.,0,PZA,0,42.0
601,ANTENA   ELECTR.  AUTO CENTER.,0,PZA,0,180.0
602,FIL.  GAS.  FILGO  PARTS  RECTO  TRAS.  C. ROJA. M/N,-45,PZA,0,10.0
605,LIQ.  HIDRAUL.  CHEVRON   DEXTRON   III,1,PZA,0,45.0
606,FIL.  ACEIT.  FDP.  FH2825,202,PZA,0,20.0
607,FIL.  ACEIT.  FDP.  FH201,172,PZA,0,18.0
608,FIL.  GAS. 16400 - V2700  NIS. CHICO  TAIW. C/BLAN.,-106,PZA,0,40.0
609,ACEIT.  YPFB  15W40   GAL.  DIESEL  PLUS.,147,PZA,0,98.0
610,LLAVE  CRUZ,4,PZA,0,40.0
611,INDUC.  DE MOTOR DE ARR.  PETA 337.,1,PZA,0,330.0
612,FIL.  GAS.  SUMERGIBLE INT. TAIW.,-2,PZA,0,18.0
613,FIL.  AIRE  FUEL FILTER  16546 - V0100-H  NIS.  GRAN.,42,PZA,0,45.0
614,FIL.  RED.  AIRE   NIS.  16546-77A10  ROJO.,1,PZA,0,48.0
615,BOM.  BOSCH  GAS.  454-094.,-1,PZA,0,525.0
616,JUNTA   (TA-01B-02-E) 5A-FE-4A,2,PZA,0,180.0
617,PALANCA DE GUIÑADOR GOLF APM3030073,2,PZA,0,180.0
618,FIL.  NNP  GAS.  23300 -79275  ROS. IGUAL. TAIW.,1,PZA,0,40.0
619,CIGARRERA COMPLETO KS281,33,PZA,0,25.0
620,PONC.  DE  JUNTA  PH  536- 10  -  FB 2119,1,PZA,0,18.0
621,PONC.  DE  JUNTA  PH  537 - 10  FB 2117,1,PZA,0,18.0
622,CILINDR.  DE  EMBRI. CE90/HILUX (24010),1,PZA,0,150.0
623,CILINDR.  DE  EMBR. COROLLA 31410-14030,1,PZA,0,150.0
624,CENTRALIZ.  DE  PUERT.  GENESIS  CIERR.  MOTOR.,0,PZA,0,200.0
625,BAT.  HELIAR  45 AH.  R  TA45BE.,0,PZA,0,450.0
626,BAT.  HELIAR  45 AH.  D  TA45BD.,0,PZA,0,450.0
627,CONM.  PETA BO-412,5,PZA,0,75.0
628,BOBI.  OLIM.  PLATEADA  40039.,0,PZA,0,130.0
629,BOBI.  OLIM.  ROJ.  40 067  NOR.,2,PZA,0,175.0
630,REG.  TOY. HONDA. ISUZU UREC-638,0,PZA,0,159.0
631,MODULO DE ENCENDIDO IM-504 12V,0,PZA,0,180.0
632,REG.  UNIPOINT.  12 V.  YR - 631 TOY. COR.,0,PZA,0,155.0
633,REG.  UNIPOINT.  12 V.  YR - 635  HUNDA.,5,PZA,0,145.0
634,BAT.  PANASONIC  45 AH.  L  TC 55B24 L. NXIOO.,1,PZA,0,618.7999877929688
635,BAT.  PANASONIC  65 AH.  L  TC - 65D26 L.,0,PZA,0,745.6199951171875
636,ROTOR  BOSCH  628   BRASILERO,4,PZA,0,27.0
637,ROTOR  BOSCH   7677 R1,5,PZA,0,27.0
638,LIQ.  HIDRAUL.  ATF   DEXT. III,0,PZA,0,36.0
639,TAP.  RAD.  CENTURY  CER-329. MOD.  CON  PUNTA.,-18,PZA,0,35.0
640,RODAM.  KOYO  6303  2RS.,8,PZA,0,35.0
641,CAMPOS DE GENERADOR BOSCH 9101082097,1,PZA,0,120.0
644,FIL.  AIRE  FRAM  PRAS.  CA 4309  NIS.,0,PZA,0,120.0
645,FIL.  AIRE  AIR  FILTER  17801 - 16020  15X24  TOY.,4,PZA,0,45.0
646,FIL.  CUATR.  AIRE  PQ003  MITHS.,1,PZA,0,70.0
647,FIL.  AIRE  AIR  FILTER  17801 - 64020  TOY.,0,PZA,0,40.0
648,FIL.  AIRE  AIR FILTER  RED.  TOY.  BAJO  17801-15060.,70,PZA,0,40.0
649,TAP.  RAD.  SANKEI  KH - C30  MODERNO.,-7,PZA,0,45.0
650,CHIC.  BOSCH  DE  PETA  ORIG.,0,PZA,0,95.0
651,FIL.  ACEIT.  FRAM  PH 2870 A  USA.,7,PZA,0,30.0
653,ACEIT.  XCEL  85W140   LITRO  GL-5.,256,PZA,0,38.0
654,LIMP.  INYECT.  STP  NEGRO 155ML.,42,PZA,0,35.0
655,OCTANO  STP  155ML.  (NARANJA).,85,PZA,0,35.0
656,FIL.  GAS.  MOTOR  38010  EN  T. ALTO  TAIW.,-6,PZA,0,10.0
658,CINTURON   PLAST.  400MM.X 4.8MM.,0,PZA,0,1.600000023841858
659,CENTRALIZ.  DE  PUERT.  GENIUS  450 PREMIER.,-9,PZA,0,190.0
660,ALARMA   GENIUS  G24D1,0,PZA,0,450.0
661,ALARMA GENIUS G24G,0,PZA,0,250.0
662,BOM.  GAS.  COREANO 120601.,0,PZA,0,150.0
663,BOM.  GAS.  CUADR.  COREANO 151-5.,2,PZA,0,140.0
664,BOM.  GAS.  REP 138,0,PZA,0,140.0
665,BOM.  GAS.  120650.,0,PZA,0,180.0
666,BOM.  GAS.  IN TANK 120698.,0,PZA,0,250.0
667,RELAY   ARG.  3 SAL. RE 155. 12 V.,0,PZA,0,25.0
668,RELAY   ARG.  5 SAL. RE 146. 12 V.,3,PZA,0,25.0
669,PLAQUETAS DE COBRE  CHIC.  CUADRADO,143,PZA,0,7.5
670,BENDIX   05 - 02  VARE  PARA  GOLF.,1,PZA,0,110.0
671,BENDIX  0450  ZEN  MIT.  ANTIG.  200808.,13,PZA,0,95.0
672,BENDIX TOY. COROLLA  0841 - 260608,3,PZA,0,95.0
673,ADIT.  STP  SMOKE  TREATMENT  428ML.,10,PZA,0,28.0
674,FIL.  GAS.  TITAN   RECTO CHICO.,3,PZA,0,10.0
675,CABLE  BUJIA   ARG.  FLEXIBLE  DE   ALAMBRE.,313,PZA,0,11.0
676,LAV.  MOTOR  VISTONY   MOTOR  FLUSH  443 ML.,6,PZA,0,27.0
677,FIL.  ACEIT.  HIGHFIL  FH 2849 A,15,PZA,0,12.0
678,FIL.  ACEIT.  SURI  5288.,14,PZA,0,45.0
679,TRIANGULO   AZUL.  KIT.  2 PAR.,-13,PZA,0,15.0
680,TRIANGULO AMARILLO  GS 3088.  ANCHO.,0,PZA,0,22.0
681,ADIT.  STP   DIESEL  MOTOR  NEGR.  300ML.,36,PZA,0,28.0
682,FIL.  ACEIT.  FDP.  FH3001,64,PZA,0,11.98999977111816
683,FIL.  ACEIT.  FDP.  FH3002,23,PZA,0,20.0
684,FIL.  ACEIT.  FDP.  FH105.,18,PZA,0,15.0
685,FIL.  ACEIT.  FDP.  FH3562,32,PZA,0,18.0
686,FIL.  ACEIT.  FDP.  FH 513  ALTO,20,PZA,0,14.0
687,FIL.  ACEIT.  FDP.  FH2977.,16,PZA,0,21.0
688,FIL.  ACEIT.  FDP.  FH327 BLAN. MIT.,35,PZA,0,40.0
689,GRAS.  AMALIE  AZUL  PLUS  26 OZ.,25,PZA,0,38.70000076293945
690,GRAS.  AMALIE  BLANCA - NEGRA  Nº4,0,PZA,0,31.0
691,GRAS.  AMALIE  PRO TAC  PLUS  JUNTA.,0,PZA,0,43.0
692,ACEIT.  AMALIE  85W140  LITRO.,11,PZA,0,41.0
693,ACEIT.  AMALIE  80W90  LITRO.,0,PZA,0,40.0
694,LIQ.  HIDRAUL.  AMALIE  DEXT.III. LITRO,12,PZA,0,39.0
695,ACEIT.  AMALIE  15W40  GAS.  GAL..,31,PZA,0,140.0
696,ACEIT.  AMALIE  15W40  GAS.  LITRO,23,PZA,0,35.0
697,GRAS.  VISTONY  453  GR. H-3  NARANJ. ROJA,3,PZA,0,28.0
698,BAT.  HELIAR  60 AH.  D  F60DD.  BLAN.,1,PZA,0,780.0
699,FIL.  AIRE  FRAM  PRAS.  CA 5513  GOL.,1,PZA,0,120.0
700,FIL.  AIRE  FRAM  PRAS.  CA 3333  SANT.,1,PZA,0,110.0
701,FOC.  NARVA   CUÑA  12V. 1 CONT.  GRAND. PLAST.,10,PZA,0,15.0
702,FLASH.  MARELIA  ELECTR.  IM 11430.,12,PZA,0,35.0
703,BENDIX   VW   PASAT  0323.,2,PZA,0,88.0
704,BENDIX  NISSAN  MEXICANO 9D 0701,2,PZA,0,130.0
705,BOM.  GAS  ELECTRC.  RECTA TAIW  HEP-02A.,1,PZA,0,150.0
706,FIL.  AIRE  AIR  FILTER  17801 - 15070  MED. TOY.  27X17.,183,PZA,0,49.0
707,HALOG.  NARVA   H3 12 V.  55W.  AZUL  ESTUCH.,9,PZA,0,51.0
709,ACEIT.  AMALIE  20W50   GAS.  LITRO,-1,PZA,0,38.0
710,INTERR.  DE  PIE  LUZ  ALTA BAJA  TAIW.,-3,PZA,0,18.0
711,ALTER.  BOSCH  PETA,0,PZA,0,1670.0
712,BAT.  TOYO   65 AH. R  NS70 R,5,PZA,0,725.0
713,MANG.  DE  3/8  ARG.,0,PZA,0,7.0
714,FIL.  GAS.  XDF-001  23300-79025.,0,PZA,0,40.0
715,FIL.  GAS.  RAV - 4 CHICO   SW604437-7.  NOVA.,3,PZA,0,40.0
716,MANG.  MLLU  NEGR.  GOMA  8.0 5X13    5/16.,50,PZA,0,13.0
717,ACEIT.  YPFB  20W50   BAL.  DIESEL.,10,PZA,0,410.0
718,BAT.  HELIAR  45 AH.  E  F45BE.  BLAN.,0,PZA,0,450.0
719,BAT.  HELIAR  90 AH.  E  F90LE.  NOR.  JAPON.,1,PZA,0,913.5
720,ACEIT.  XCEL  80W90     GAL.    GL-5.,25,PZA,0,142.8000030517578
722,CORR.  GOOD  YEAR  A 31,3,PZA,0,31.93000030517578
723,CORR.  GOOD  YEAR  A 32,4,PZA,0,46.0
724,CORR.  GOOD  YEAR  A 33,0,PZA,0,47.0
725,CORR.  GOOD  YEAR  A 34,0,PZA,0,48.0
726,CORR.  GOOD  YEAR  A 35,0,PZA,0,48.0
727,CORR.  GOOD  YEAR  A 36,0,PZA,0,49.0
728,CORR.  GOOD  YEAR  A 38,0,PZA,0,50.0
729,CORR.  GOOD  YEAR  A 39,0,PZA,0,51.0
730,CORR.  GOOD  YEAR  A 40,0,PZA,0,34.47000122070312
731,CORR.  GOOD  YEAR  A 41,6,PZA,0,52.0
732,CORR.  GOOD  YEAR  A 42,1,PZA,0,35.52999877929688
733,CORR.  GOOD  YEAR  A 37,0,PZA,0,50.0
734,CORR.  GOOD  YEAR  A 43,0,PZA,0,35.52999877929688
735,CORR.  GOOD  YEAR  A 44,1,PZA,0,36.15999984741211
736,CORR.  GOOD  YEAR  A 45,3,PZA,0,54.0
737,CORR.  GOOD  YEAR  A46,1,PZA,0,36.36999893188477
738,CORR.  GOOD  YEAR  A 47,2,PZA,0,37.22000122070312
739,CORR.  GOOD  YEAR  A 48,7,PZA,0,37.77999877929688
740,CORR.  GOOD  YEAR  A 49,2,PZA,0,38.4900016784668
741,CORR.  GOOD  YEAR  A 50,5,PZA,0,58.0
742,CORR.  GOOD  YEAR  7PK  2465.,4,PZA,0,38.70000076293945
743,CORR.  GOOD  YEAR  A 53.,2,PZA,0,39.06000137329102
744,CORR.  GOOD  YEAR  A 63,3,PZA,0,39.0
745,CORR.  GOOD  YEAR  A56,5,PZA,0,39.97000122070312
746,CORR.  GOOD  YEAR  A 57,4,PZA,0,42.0099983215332
747,CORR.  GOOD  YEAR  A 59,5,PZA,0,42.0099983215332
748,CORR.  GOOD  YEAR  A 60,4,PZA,0,42.0099983215332
749,CORR.  GOOD  YEAR  A 61,6,PZA,0,43.90000152587891
750,CORR.  GOOD  YEAR  A 62,5,PZA,0,43.4900016784668
751,CORR.  GOOD  YEAR  A64,5,PZA,0,43.70999908447266
752,CORR.  GOOD  YEAR  A 65,5,PZA,0,44.20000076293945
753,CORR.  GOOD  YEAR  A 72,1,PZA,0,47.65000152587891
754,CORR.  GOOD  YEAR  5PK  1345.,1,PZA,0,55.83000183105469
755,CORR.  GOOD  YEAR  A 58.,4,PZA,0,63.0
757,CORR.  GOOD  YEAR  A51,4,PZA,0,59.0
758,CORR.  GOOD  YEAR  A52,5,PZA,0,60.27000045776367
759,CORR.  GOOD  YEAR  A 54,1,PZA,0,62.04000091552734
760,FIL.  AIRE  AIR  FILTER  17801 - 74020  TOY  GR.  EPSUN.,316,PZA,0,40.0
761,BOCI.  BOSCH  ROJO CARACOL  AHO  506.,0,PZA,0,150.0
762,BOCI.  BOSCH  NEGRA 0986  AHO  003-770.,0,PZA,0,140.0
763,CORR.  GOOD  YEAR  4PK  865,1,PZA,0,29.65999984741211
764,ACEIT.  AMALIE  10 W 40  GAS.  LITRO,1,PZA,0,37.0
765,CORR.  GOOD  YEAR  A 30,3,PZA,0,45.0
766,GRAS.  VISTONY  453 GR.  CELES.  C.  AZUL.,1,PZA,0,28.0
768,CORR.  GOOD  YEAR  10AV  650.,1,PZA,0,24.0
772,BAT.  PANASONIC  150 AH. TC-145G51H.,0,PZA,0,1850.0
773,CORR.  GOOD  YEAR  10AV  1030.,1,PZA,0,38.0
776,CORR.  GOOD  YEAR  10AV  1050.,1,PZA,0,39.0
779,CORR.  GOOD  YEAR  10AV  1070.,1,PZA,0,40.0
780,CORR.  GOOD  YEAR  10AV  1075.,1,PZA,0,40.0
783,CORR.  GOOD  YEAR  10AV  1095.,1,PZA,0,40.0
784,CORR.  GOOD  YEAR  10AV  1100.,1,PZA,0,40.0
789,FUSIBLE  ORIG.  CUÑA  M.  10 AH.,127,PZA,0,2.0
792,CORR.  GOOD  YEAR  10AV  1200.,1,PZA,0,43.0
793,CORR.  GOOD  YEAR  10AV  1210.,1,PZA,0,43.0
794,CORR.  GOOD  YEAR  10AV  1220.,1,PZA,0,44.0
797,MANG.  TRENZADA  GY 3/16 MATRAP 031,0,PZA,0,20.0
798,MANG.  TRENZADA  GY 1/4  MATRAP 041,10,PZA,0,14.0
799,MANG.  TRENZADA  GY 5/16  MATRAP 051,0,PZA,0,22.0
800,MANG.  TRENZADA  GY 3/8  MATRAP 061,9,PZA,0,23.0
801,CORR.  GOOD  YEAR  3PK  630.,2,PZA,0,30.0
802,CORR.  GOOD  YEAR  3PK  635.,1,PZA,0,30.0
803,CORR.  GOOD  YEAR  3PK  765.,2,PZA,0,21.0
804,CORR.  GOOD  YEAR  4PK  800.,4,PZA,0,45.0
805,CORR.  GOOD  YEAR  4PK  805,1,PZA,0,29.0
806,CORR.  GOOD  YEAR  4PK  810.,2,PZA,0,45.0
807,CORR.  GOOD  YEAR  4PK  815.,0,PZA,0,45.0
808,CORR.  GOOD  YEAR  4PK  820,3,PZA,0,48.0
809,CORR.  GOOD  YEAR  4PK  900,1,PZA,0,29.6299991607666
810,CORR.  GOOD  YEAR  5PK  965.,2,PZA,0,58.0
811,CORR.  GOOD  YEAR  4PK  840.,4,PZA,0,48.0
812,CORR.  GOOD  YEAR  4PK  880.,1,PZA,0,32.0
813,CORR.  GOOD  YEAR  4PK  825.,2,PZA,0,50.0
814,CORR.  GOOD  YEAR  4PK  980.,1,PZA,0,32.15000152587891
815,CORR.  GOOD  YEAR  4PK  990.,1,PZA,0,32.15000152587891
816,CORR.  GOOD  YEAR  5PK   825,1,PZA,0,34.47000122070312
817,CORR.  GOOD  YEAR  5PK   830.,2,PZA,0,35.0
818,FUSIBLE  ORIG.  CUÑA  M.  20  AH.,82,PZA,0,2.0
819,CORR.  GOOD  YEAR  5PK   865.,1,PZA,0,56.0
821,CORR.  GOOD  YEAR  5PK  1010.,3,PZA,0,39.0
822,CORR.  GOOD  YEAR  5PK  1015.,3,PZA,0,44.0
823,CORR.  GOOD  YEAR  5PK  1210.,1,PZA,0,39.0
824,FUSIBLE  ORIG.  CUÑA  M.  25  AH.,61,PZA,0,2.0
825,CORR.  GOOD  YEAR  5PK   824.,0,PZA,0,55.0
826,CORR.  GOOD  YEAR  A 55.,1,PZA,0,62.0
827,CORR.  GOOD  YEAR  6PK  2075.,3,PZA,0,84.5199966430664
828,CORR.  GOOD  YEAR  6PK  2200.,1,PZA,0,87.41999816894531
829,CORR.  GOOD  YEAR  6PK  2215.,3,PZA,0,88.47000122070312
830,CORR.  GOOD  YEAR  6PK  2240.,1,PZA,0,88.47000122070312
831,CORR.  GOOD  YEAR  6PK  2325.,1,PZA,0,92.30000305175781
832,CORR.  GOOD  YEAR  6PK  2435,3,PZA,0,98.7699966430664
833,CORR.  GOOD  YEAR  6PK  2455.,3,PZA,0,99.0
834,CORR.  GOOD  YEAR  6PK  2465.,1,PZA,0,103.0
835,CORR.  GOOD  YEAR  7PK  2265.,3,PZA,0,156.0
836,CORR.  GOOD  YEAR  7PK  2285,2,PZA,0,158.0
837,CORR.  GOOD  YEAR  7PK  2565.,0,PZA,0,170.0
838,ACEIT.  XCEL  10W40   SYNTETIC.  GAL.,10,PZA,0,145.0
839,ACEIT.  XCEL  10W40   SYNTETIC.  LITRO.,63,PZA,0,37.5
840,INTERR.  MARILIE  IM 11011  JAL.  DE 1.,0,PZA,0,28.5
841,INTERR.  MARILIA  IM 11036  BOC. BLAN.,16,PZA,0,17.0
842,INDUC.  M.  ARR.   WOLS.  COR  001594   SANT.,1,PZA,0,280.0
843,FIL.  AIRE  FDP   FA -15.,5,PZA,0,3.5
844,FIL.  AIRE  FDP   FA-3358    NIS.  CARABANY.,9,PZA,0,50.0
845,FIL.  AIRE  FDP  FA-3191  X  VOLWS.  PETA.,0,PZA,0,1.899999976158142
846,FIL.  AIRE  FDP  FA-216   MIT.,6,PZA,0,60.0
847,FIL.  AIRE  FDP  FA-216 M  MIT. METAL.,1,PZA,0,5.0
848,FIL.  AIRE  FDP  FA-3117  VOLWS.  BARIAN.,7,PZA,0,4.289999961853027
849,FIL.  AIRE  FDP  FA-112  LADA  NEVA.,3,PZA,0,4.289999961853027
850,FIL.  AIRE  FDP  FA-110  TOY.  NIS.,14,PZA,0,40.0
851,FIL.  AIRE  FDP   FA-3193 X   FOR ESCOORT.,5,PZA,0,45.0
852,FIL.  AIRE  FDP  FA-202  ZUSUKI.,2,PZA,0,4.139999866485596
853,FIL.  AIRE  FDP  FA-151  TOY. COROLLA  STARLET.,3,PZA,0,50.0
